,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy
1114,Home,Espanyol,Spain,Barcelona,17.0,1989-08-26,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-09-03,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,892.0,446,2009-02-11,2010-05-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1116,Home,Espanyol,Spain,Barcelona,17.0,1990-08-16,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-10-20,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,719.0,335,2009-10-08,2010-09-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1117,Home,Estranger,Centre i Sud Amèrica,Barcelona,16.0,1990-07-11,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-02-21,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,525.0,598,2008-07-30,2010-03-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1118,Home,Espanyol,Spain,Barcelona,17.0,1990-07-03,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-22,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,385.0,523,2008-09-10,2010-02-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1133,Home,Espanyol,Spain,Girona,15.0,1991-11-10,Amb antecedents,3 fets o més,Altres,No violent,4,2007-08-18,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,270.0,905,2008-05-14,2010-11-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1137,Home,Estranger,Magrib,Girona,15.0,1992-06-12,Amb antecedents,1 fet,Altres,No violent,1,2007-07-02,2007,Girona,Permanència de cap de setmana en centre,Mesures d'execució,Internament,Menys de 6 mesos,957.0,85,2010-02-13,2010-05-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1143,Home,Espanyol,Spain,Lleida,14.0,1991-06-15,Amb antecedents,1 fet,Altres,No violent,1,2006-04-19,2006,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1069.0,439,2009-03-23,2010-06-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1145,Home,Espanyol,Spain,Barcelona,16.0,1991-04-01,Amb antecedents,2 fets,Altres,No violent,2,2007-06-09,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,957.0,195,2010-01-21,2010-08-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1146,Home,Estranger,Magrib,Barcelona,16.0,1990-01-25,Amb antecedents,2 fets,Altres,No violent,2,2006-11-23,2006,Barcelona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,1085.0,325,2009-11-12,2010-10-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1165,Dona,Espanyol,Spain,Barcelona,15.0,1991-09-09,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-05-10,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,664.0,427,2009-03-04,2010-05-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1171,Home,Espanyol,Spain,Girona,16.0,1990-12-11,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-03-11,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1129.0,211,2010-04-13,2010-11-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1172,Home,Estranger,Magrib,Barcelona,16.0,1991-05-17,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-12-09,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,409.0,478,2009-01-21,2010-05-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1175,Home,Estranger,Centre i Sud Amèrica,Barcelona,16.0,1990-12-06,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-09-20,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,407.0,645,2008-10-31,2010-08-07,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1178,Home,Espanyol,Spain,unknown,17.0,1990-10-04,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-20,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,560.0,355,2009-07-02,2010-06-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1181,Home,Espanyol,Spain,Barcelona,15.0,1991-07-17,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-02-15,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,459.0,757,2008-05-19,2010-06-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1184,Dona,Espanyol,Spain,unknown,15.0,1992-02-07,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-05,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,652.0,220,2009-09-17,2010-04-26,2015-05-02 00:00:00,23.0,1.0,De 5 a 6 anys,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1185,Dona,Espanyol,Spain,Barcelona,15.0,1992-08-24,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-05,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,643.0,247,2009-09-08,2010-05-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1190,Home,Espanyol,Spain,Barcelona,15.0,1991-01-30,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,5,2006-09-06,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,384.0,1085,2007-09-25,2010-09-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1191,Home,Espanyol,Spain,Lleida,16.0,1989-05-29,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-10-28,2005,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1082.0,538,2008-10-14,2010-04-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1194,Home,Estranger,Magrib,Tarragona,15.0,1992-01-28,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-09-15,2007,Tarragona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,676.0,329,2009-07-22,2010-06-16,2014-05-17 00:00:00,22.0,2.0,De 3 a 4 anys,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1204,Home,Espanyol,Spain,Girona,17.0,1989-08-13,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-09-24,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,541.0,727,2008-03-18,2010-03-15,2015-07-09 00:00:00,25.0,1.0,De 5 a 6 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1207,Home,Estranger,Centre i Sud Amèrica,Tarragona,17.0,1990-08-01,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-11-01,2007,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,743.0,360,2009-11-13,2010-11-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1208,Home,Espanyol,Spain,Barcelona,16.0,1990-09-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-12-17,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,757.0,509,2009-01-12,2010-06-05,2011-04-07 00:00:00,20.0,1.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,False,MPA - Assessorament tècnic,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1215,Home,Espanyol,Spain,Girona,14.0,1992-10-01,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-05-25,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,733.0,460,2009-05-27,2010-08-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1217,Dona,Espanyol,Spain,Barcelona,17.0,1990-01-25,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-23,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,627.0,282,2009-05-11,2010-02-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1218,Dona,Estranger,Centre i Sud Amèrica,Barcelona,16.0,1991-07-16,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-12-13,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Menys de 6 mesos,783.0,146,2010-02-03,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1220,Home,Espanyol,Spain,Girona,14.0,1992-12-08,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-03-19,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,899.0,301,2009-09-03,2010-07-01,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1221,Home,Estranger,Magrib,Barcelona,15.0,1991-01-04,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-01-23,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1207.0,417,2009-05-14,2010-07-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1224,Home,Estranger,Europa,Barcelona,16.0,1991-01-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-11-24,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,535.0,419,2009-05-12,2010-07-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1227,Home,Estranger,Europa,Barcelona,15.0,1991-08-24,Amb antecedents,1 fet,Altres,No violent,1,2007-04-08,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,620.0,467,2008-12-18,2010-03-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1231,Home,Estranger,Centre i Sud Amèrica,Barcelona,14.0,1992-08-28,Amb antecedents,1 fet,Altres,No violent,1,2007-07-01,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,585.0,599,2009-02-05,2010-09-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1232,Home,Espanyol,Spain,unknown,15.0,1991-11-26,Amb antecedents,1 fet,Altres,No violent,1,2007-08-01,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,719.0,449,2009-07-20,2010-10-13,2015-03-08 00:00:00,23.0,1.0,De 4 a 5 anys,Contra les persones,Violent,True,MPA - Programes formatius,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1239,Home,Espanyol,Spain,Barcelona,15.0,1991-10-01,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2007-09-06,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,574.0,451,2009-04-02,2010-06-28,2014-10-17 00:00:00,23.0,1.0,De 4 a 5 anys,Altres,No violent,False,MPA - Mediació i reparació d'adults,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1250,Home,Espanyol,Spain,Barcelona,15.0,1992-02-19,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-03-17,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,913.0,419,2009-09-15,2010-11-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1258,Home,Estranger,Magrib,Barcelona,15.0,1992-02-09,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-10-05,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,388.0,727,2008-10-27,2010-10-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1259,Dona,Espanyol,Spain,Barcelona,16.0,1991-01-03,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-10,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,512.0,419,2009-05-05,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1260,Home,Espanyol,Spain,Girona,15.0,1991-12-08,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-04-18,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,735.0,307,2009-04-22,2010-02-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1264,Home,Espanyol,Spain,Lleida,15.0,1992-09-05,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-23,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,598.0,363,2009-07-13,2010-07-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1265,Home,Espanyol,Spain,Girona,16.0,1991-01-08,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-11-27,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,493.0,486,2009-04-03,2010-08-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1266,Dona,Espanyol,Spain,Barcelona,14.0,1992-05-29,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2007-02-27,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,811.0,269,2009-05-18,2010-02-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1270,Home,Espanyol,Spain,Barcelona,17.0,1989-10-30,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-06-25,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,808.0,178,2009-09-10,2010-03-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1274,Home,Espanyol,Spain,Barcelona,17.0,1989-04-09,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-04-06,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,558.0,565,2008-10-15,2010-05-03,2012-04-16 00:00:00,23.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,True,SIPC - Presó,Presó,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1275,Home,Espanyol,Spain,Barcelona,16.0,1991-01-07,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-06,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,624.0,423,2009-05-22,2010-07-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1278,Home,Espanyol,Spain,Lleida,14.0,1992-10-11,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-04-17,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,822.0,268,2009-07-17,2010-04-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1280,Home,Espanyol,Spain,Barcelona,16.0,1991-11-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-11-22,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,693.0,268,2009-10-15,2010-07-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1289,Dona,Espanyol,Spain,Barcelona,17.0,1989-10-25,Amb antecedents,1 fet,Altres,No violent,1,2007-08-24,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,826.0,182,2009-11-27,2010-05-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1297,Dona,Espanyol,Spain,Barcelona,15.0,1992-01-17,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-03-05,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,962.0,181,2009-10-22,2010-04-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1304,Home,Estranger,Centre i Sud Amèrica,Barcelona,16.0,1991-05-05,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-12-19,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,847.0,119,2010-04-14,2010-08-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1311,Home,Espanyol,Spain,Barcelona,17.0,1990-09-28,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2007-10-31,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,400.0,725,2008-12-04,2010-11-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1313,Home,Espanyol,Spain,Barcelona,16.0,1991-09-11,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-12-18,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,720.0,178,2009-12-07,2010-06-04,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1314,Home,Espanyol,Spain,Barcelona,16.0,1990-11-23,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2007-08-11,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,898.0,119,2010-01-25,2010-05-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1319,Dona,Espanyol,Spain,Barcelona,17.0,1989-12-23,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-08-11,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,493.0,509,2008-12-16,2010-05-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1323,Home,Espanyol,Spain,Barcelona,15.0,1991-11-29,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-04-12,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,421.0,718,2008-06-06,2010-05-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1324,Home,Espanyol,Spain,Barcelona,15.0,1991-10-13,Amb antecedents,3 fets o més,Contra les persones,Violent,4,2007-07-15,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,619.0,540,2009-03-25,2010-09-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1329,Home,Estranger,Magrib,Girona,14.0,1989-11-14,Amb antecedents,1 fet,Contra les persones,Violent,1,2004-07-19,2004,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,788.0,1417,2006-09-15,2010-08-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
